TrainSet,TestSet,Model,Seed,Experiment,TestAccuracy
D77,All,fc,456,1,0.680499971
D78,All,fc,456,1,0.801800013
D79,All,fc,456,1,0.815999985
D80,All,fc,456,1,0.762600005
D81,All,fc,456,1,0.712899983
D82,All,fc,456,1,0.713100016
D83,All,fc,456,1,0.682200015
D84,All,fc,456,1,0.650699973
D85,All,fc,456,1,0.670099974
D86,All,fc,456,1,0.737699986
D87,All,fc,456,1,0.786300004
D88,All,fc,456,1,0.7148
D89,All,fc,456,1,0.733200014
D90,All,fc,456,1,0.758700013
D91,All,fc,456,1,0.748199999
D92,All,fc,456,1,0.745400012
D93,All,fc,456,1,0.74849999
D94,All,fc,456,1,0.7579
D95,All,fc,456,1,0.707799971
D96,All,fc,456,1,0.717800021
D97,All,fc,456,1,0.783699989
D98,All,fc,456,1,0.817200005
D99,All,fc,456,1,0.817499995
D100,All,fc,456,1,0.790799975
D1,All,fc,250,1,0.088600002
D2,All,fc,250,1,0.110699996
D3,All,fc,250,1,0.102799997
D4,All,fc,250,1,0.165700004
D5,All,fc,250,1,0.190699995
D6,All,fc,250,1,0.201700002
D7,All,fc,250,1,0.32949999
D8,All,fc,250,1,0.2271
D9,All,fc,250,1,0.252999991
D10,All,fc,250,1,0.342299998
D11,All,fc,250,1,0.377499998
D12,All,fc,250,1,0.356000006
D13,All,fc,250,1,0.470400006
D14,All,fc,250,1,0.409000009
D15,All,fc,250,1,0.402500004
D16,All,fc,250,1,0.300000012
D17,All,fc,250,1,0.384799987
D18,All,fc,250,1,0.385199994
D19,All,fc,250,1,0.376300007
D20,All,fc,250,1,0.542699993
D21,All,fc,250,1,0.547299981
D22,All,fc,250,1,0.535000026
D23,All,fc,250,1,0.520799994
D24,All,fc,250,1,0.529999971
D25,All,fc,250,1,0.521399975
D26,All,fc,250,1,0.565999985
D27,All,fc,250,1,0.683600008
D28,All,fc,250,1,0.561500013
D29,All,fc,250,1,0.532199979
D30,All,fc,250,1,0.470200002
D31,All,fc,250,1,0.57130003
D32,All,fc,250,1,0.600199997
D33,All,fc,250,1,0.6153
D34,All,fc,250,1,0.593599975
D35,All,fc,250,1,0.539499998
D36,All,fc,250,1,0.58039999
D37,All,fc,250,1,0.634199977
D38,All,fc,250,1,0.668299973
D39,All,fc,250,1,0.583100021
D40,All,fc,250,1,0.54400003
D41,All,fc,250,1,0.516900003
D42,All,fc,250,1,0.559800029
D43,All,fc,250,1,0.556599975
D44,All,fc,250,1,0.646000028
D45,All,fc,250,1,0.659200013
D46,All,fc,250,1,0.636300027
D47,All,fc,250,1,0.669799984
D48,All,fc,250,1,0.656499982
D49,All,fc,250,1,0.645200014
D50,All,fc,250,1,0.6796
D51,All,fc,250,1,0.765999973
D52,All,fc,250,1,0.741900027
D53,All,fc,250,1,0.654900014
D54,All,fc,250,1,0.63440001
D55,All,fc,250,1,0.664099991
D56,All,fc,250,1,0.770900011
D57,All,fc,250,1,0.722899973
D58,All,fc,250,1,0.691600025
D59,All,fc,250,1,0.660399973
D60,All,fc,250,1,0.692600012
D61,All,fc,250,1,0.696699977
D62,All,fc,250,1,0.758599997
D63,All,fc,250,1,0.701900005
D64,All,fc,250,1,0.653999984
D65,All,fc,250,1,0.590600014
D66,All,fc,250,1,0.601199985
D67,All,fc,250,1,0.707199991
D68,All,fc,250,1,0.678900003
D69,All,fc,250,1,0.739700019
D70,All,fc,250,1,0.685299993
D71,All,fc,250,1,0.733200014
D72,All,fc,250,1,0.775099993
D73,All,fc,250,1,0.770200014
D74,All,fc,250,1,0.627099991
D75,All,fc,250,1,0.703599989
D76,All,fc,250,1,0.74940002
D77,All,fc,250,1,0.72329998
D78,All,fc,250,1,0.598500013
D79,All,fc,250,1,0.749499977
D80,All,fc,250,1,0.743900001
D81,All,fc,250,1,0.765600026
D82,All,fc,250,1,0.736800015
D83,All,fc,250,1,0.795899987
D84,All,fc,250,1,0.745500028
D85,All,fc,250,1,0.794099987
D86,All,fc,250,1,0.724600017
D87,All,fc,250,1,0.761399984
D88,All,fc,250,1,0.808200002
D89,All,fc,250,1,0.804499984
D90,All,fc,250,1,0.815699995
D91,All,fc,250,1,0.72420001
D92,All,fc,250,1,0.771799982
D93,All,fc,250,1,0.795000017
D94,All,fc,250,1,0.761699975
D95,All,fc,250,1,0.752900004
D96,All,fc,250,1,0.765799999
D97,All,fc,250,1,0.755400002
D98,All,fc,250,1,0.751600027
D99,All,fc,250,1,0.791999996
D100,All,fc,250,1,0.784500003
D1,All,fc-cnn,789,1,0.089699998
D2,All,fc-cnn,789,1,0.098200001
D3,All,fc-cnn,789,1,0.139799997
D4,All,fc-cnn,789,1,0.147200003
D5,All,fc-cnn,789,1,0.113700002
D6,All,fc-cnn,789,1,0.113499999
D7,All,fc-cnn,789,1,0.113499999
D8,All,fc-cnn,789,1,0.136000007
D9,All,fc-cnn,789,1,0.160500005
D10,All,fc-cnn,789,1,0.135800004
D11,All,fc-cnn,789,1,0.290699989
D12,All,fc-cnn,789,1,0.218700007
D13,All,fc-cnn,789,1,0.095799997
D14,All,fc-cnn,789,1,0.265899986
D15,All,fc-cnn,789,1,0.205599993
D16,All,fc-cnn,789,1,0.2465
D17,All,fc-cnn,789,1,0.2192
D18,All,fc-cnn,789,1,0.292299986
D19,All,fc-cnn,789,1,0.360599995
D20,All,fc-cnn,789,1,0.253699988
D21,All,fc-cnn,789,1,0.268700004
D22,All,fc-cnn,789,1,0.429699987
D23,All,fc-cnn,789,1,0.554199994
D24,All,fc-cnn,789,1,0.425300002
D25,All,fc-cnn,789,1,0.564400017
D26,All,fc-cnn,789,1,0.429500014
D27,All,fc-cnn,789,1,0.676900029
D28,All,fc-cnn,789,1,0.451099992
D29,All,fc-cnn,789,1,0.523699999
D30,All,fc-cnn,789,1,0.547900021
D31,All,fc-cnn,789,1,0.571799994
D32,All,fc-cnn,789,1,0.64319998
D33,All,fc-cnn,789,1,0.621900022
D34,All,fc-cnn,789,1,0.523500025
D35,All,fc-cnn,789,1,0.632399976
D36,All,fc-cnn,789,1,0.706700027
D37,All,fc-cnn,789,1,0.754800022
D38,All,fc-cnn,789,1,0.758400023
D39,All,fc-cnn,789,1,0.753300011
D40,All,fc-cnn,789,1,0.745100021
D41,All,fc-cnn,789,1,0.710900009
D42,All,fc-cnn,789,1,0.638499975
D43,All,fc-cnn,789,1,0.708500028
D44,All,fc-cnn,789,1,0.767400026
D45,All,fc-cnn,789,1,0.738300025
D46,All,fc-cnn,789,1,0.755999982
D47,All,fc-cnn,789,1,0.764999986
D48,All,fc-cnn,789,1,0.708999991
D49,All,fc-cnn,789,1,0.795400023
D50,All,fc-cnn,789,1,0.671700001
D51,All,fc-cnn,789,1,0.699400008
D52,All,fc-cnn,789,1,0.739300013
D53,All,fc-cnn,789,1,0.778500021
D54,All,fc-cnn,789,1,0.785700023
D55,All,fc-cnn,789,1,0.64230001
D56,All,fc-cnn,789,1,0.745899975
D57,All,fc-cnn,789,1,0.703499973
D58,All,fc-cnn,789,1,0.750899971
D59,All,fc-cnn,789,1,0.709999979
D60,All,fc-cnn,789,1,0.727500021
D61,All,fc-cnn,789,1,0.746299982
D62,All,fc-cnn,789,1,0.749800026
D63,All,fc-cnn,789,1,0.800499976
D64,All,fc-cnn,789,1,0.805999994
D65,All,fc-cnn,789,1,0.569100022
D66,All,fc-cnn,789,1,0.743700027
D67,All,fc-cnn,789,1,0.790499985
D68,All,fc-cnn,789,1,0.837499976
D69,All,fc-cnn,789,1,0.638400018
D70,All,fc-cnn,789,1,0.7773
D71,All,fc-cnn,789,1,0.822000027
D72,All,fc-cnn,789,1,0.840799987
D73,All,fc-cnn,789,1,0.718900025
D74,All,fc-cnn,789,1,0.854300022
D75,All,fc-cnn,789,1,0.754899979
D76,All,fc-cnn,789,1,0.819100022
D77,All,fc-cnn,789,1,0.815299988
D78,All,fc-cnn,789,1,0.859099984
D79,All,fc-cnn,789,1,0.871699989
D80,All,fc-cnn,789,1,0.870899975
D81,All,fc-cnn,789,1,0.878099978
D82,All,fc-cnn,789,1,0.865400016
D83,All,fc-cnn,789,1,0.853200018
D84,All,fc-cnn,789,1,0.816900015
D85,All,fc-cnn,789,1,0.768899977
D86,All,fc-cnn,789,1,0.791400015
D87,All,fc-cnn,789,1,0.877399981
D88,All,fc-cnn,789,1,0.83890003
D89,All,fc-cnn,789,1,0.783500016
D90,All,fc-cnn,789,1,0.809400022
D91,All,fc-cnn,789,1,0.861199975
D92,All,fc-cnn,789,1,0.802999973
D93,All,fc-cnn,789,1,0.8653
D94,All,fc-cnn,789,1,0.883300006
D95,All,fc-cnn,789,1,0.882099986
D96,All,fc-cnn,789,1,0.862800002
D97,All,fc-cnn,789,1,0.825999975
D98,All,fc-cnn,789,1,0.866400003
D99,All,fc-cnn,789,1,0.828199983
D100,All,fc-cnn,789,1,0.880100012
D1,All,fc,550,1,0.176200002
D2,All,fc,550,1,0.125200003
D3,All,fc,550,1,0.131799996
D4,All,fc,550,1,0.113799997
D5,All,fc,550,1,0.145799994
D6,All,fc,550,1,0.255400002
D7,All,fc,550,1,0.213100001
D8,All,fc,550,1,0.290499985
D9,All,fc,550,1,0.310200006
D10,All,fc,550,1,0.229399994
D11,All,fc,550,1,0.244599998
D12,All,fc,550,1,0.266200006
D13,All,fc,550,1,0.235599995
D14,All,fc,550,1,0.246999994
D15,All,fc,550,1,0.339599997
D16,All,fc,550,1,0.37349999
D17,All,fc,550,1,0.353100002
D18,All,fc,550,1,0.405800015
D19,All,fc,550,1,0.359200001
D20,All,fc,550,1,0.451499999
D21,All,fc,550,1,0.479600012
D22,All,fc,550,1,0.517199993
D23,All,fc,550,1,0.593299985
D24,All,fc,550,1,0.401199996
D25,All,fc,550,1,0.381399989
D26,All,fc,550,1,0.462900013
D27,All,fc,550,1,0.426899999
D28,All,fc,550,1,0.473199993
D29,All,fc,550,1,0.576099992
D30,All,fc,550,1,0.594399989
D31,All,fc,550,1,0.549700022
D32,All,fc,550,1,0.59920001
D33,All,fc,550,1,0.568700016
D34,All,fc,550,1,0.487899989
D35,All,fc,550,1,0.648500025
D36,All,fc,550,1,0.641099989
D37,All,fc,550,1,0.522899985
D38,All,fc,550,1,0.533800006
D39,All,fc,550,1,0.510999978
D40,All,fc,550,1,0.67049998
D41,All,fc,550,1,0.659500003
D42,All,fc,550,1,0.618099988
D43,All,fc,550,1,0.645099998
D44,All,fc,550,1,0.703599989
D45,All,fc,550,1,0.687699974
D46,All,fc,550,1,0.695100009
D47,All,fc,550,1,0.691399992
D48,All,fc,550,1,0.631299973
D49,All,fc,550,1,0.596000016
D50,All,fc,550,1,0.642700016
D51,All,fc,550,1,0.565299988
D52,All,fc,550,1,0.639699996
D53,All,fc,550,1,0.657899976
D54,All,fc,550,1,0.617500007
D55,All,fc,550,1,0.549000025
D56,All,fc,550,1,0.581799984
D57,All,fc,550,1,0.767099977
D58,All,fc,550,1,0.759800017
D59,All,fc,550,1,0.772700012
D60,All,fc,550,1,0.769400001
D61,All,fc,550,1,0.740800023
D62,All,fc,550,1,0.765699983
D63,All,fc,550,1,0.765500009
D64,All,fc,550,1,0.734899998
D65,All,fc,550,1,0.754599988
D66,All,fc,550,1,0.774299979
D67,All,fc,550,1,0.7597
D68,All,fc,550,1,0.711199999
D69,All,fc,550,1,0.636399984
D70,All,fc,550,1,0.736100018
D71,All,fc,550,1,0.720799983
D72,All,fc,550,1,0.793099999
D73,All,fc,550,1,0.797399998
D74,All,fc,550,1,0.772700012
D75,All,fc,550,1,0.803600013
D76,All,fc,550,1,0.804899991
D77,All,fc,550,1,0.82190001
D78,All,fc,550,1,0.799700022
D79,All,fc,550,1,0.764400005
D80,All,fc,550,1,0.667999983
D81,All,fc,550,1,0.759899974
D82,All,fc,550,1,0.674300015
D83,All,fc,550,1,0.73089999
D84,All,fc,550,1,0.716799974
D85,All,fc,550,1,0.781799972
D86,All,fc,550,1,0.798600018
D87,All,fc,550,1,0.771899998
D88,All,fc,550,1,0.783399999
D89,All,fc,550,1,0.782299995
D90,All,fc,550,1,0.781700015
D91,All,fc,550,1,0.800199986
D92,All,fc,550,1,0.816100001
D93,All,fc,550,1,0.817099988
D94,All,fc,550,1,0.797900021
D95,All,fc,550,1,0.838199973
D96,All,fc,550,1,0.776199996
D97,All,fc,550,1,0.7227
D98,All,fc,550,1,0.742600024
D99,All,fc,550,1,0.801299989
D100,All,fc,550,1,0.807699978
D1,All,fc,150,1,0.157399997
D2,All,fc,150,1,0.210700005
D3,All,fc,150,1,0.260199994
D4,All,fc,150,1,0.212099999
D5,All,fc,150,1,0.239600003
D6,All,fc,150,1,0.193000004
D7,All,fc,150,1,0.194999993
D8,All,fc,150,1,0.248500004
D9,All,fc,150,1,0.209900007
D10,All,fc,150,1,0.217600003
D11,All,fc,150,1,0.424299985
D12,All,fc,150,1,0.355399996
D13,All,fc,150,1,0.416599989
D14,All,fc,150,1,0.261200011
D15,All,fc,150,1,0.266900003
D16,All,fc,150,1,0.391900003
D17,All,fc,150,1,0.453000009
D18,All,fc,150,1,0.465299994
D19,All,fc,150,1,0.505999982
D20,All,fc,150,1,0.479499996
D21,All,fc,150,1,0.575600028
D22,All,fc,150,1,0.436399996
D23,All,fc,150,1,0.418900013
D24,All,fc,150,1,0.465000004
D25,All,fc,150,1,0.444000006
D26,All,fc,150,1,0.493499994
D27,All,fc,150,1,0.540000021
D28,All,fc,150,1,0.613399982
D29,All,fc,150,1,0.599799991
D30,All,fc,150,1,0.664900005
D31,All,fc,150,1,0.570900023
D32,All,fc,150,1,0.608299971
D33,All,fc,150,1,0.565699995
D34,All,fc,150,1,0.569400012
D35,All,fc,150,1,0.610899985
D36,All,fc,150,1,0.680700004
D37,All,fc,150,1,0.585300028
D38,All,fc,150,1,0.645099998
D39,All,fc,150,1,0.633300006
D40,All,fc,150,1,0.634000003
D41,All,fc,150,1,0.683399975
D42,All,fc,150,1,0.596400023
D43,All,fc,150,1,0.603200018
D44,All,fc,150,1,0.641300023
D45,All,fc,150,1,0.683399975
D46,All,fc,150,1,0.712700009
D47,All,fc,150,1,0.646000028
D48,All,fc,150,1,0.609000027
D49,All,fc,150,1,0.645200014
D50,All,fc,150,1,0.687099993
D51,All,fc,150,1,0.626800001
D52,All,fc,150,1,0.522599995
D53,All,fc,150,1,0.694599986
D54,All,fc,150,1,0.509500027
D55,All,fc,150,1,0.575399995
D56,All,fc,150,1,0.712800026
D57,All,fc,150,1,0.663999975
D58,All,fc,150,1,0.683000028
D59,All,fc,150,1,0.736899972
D60,All,fc,150,1,0.713
D61,All,fc,150,1,0.698599994
D62,All,fc,150,1,0.746299982
D63,All,fc,150,1,0.746699989
D64,All,fc,150,1,0.762700021
D65,All,fc,150,1,0.76700002
D66,All,fc,150,1,0.687099993
D67,All,fc,150,1,0.629100025
D68,All,fc,150,1,0.648899972
D69,All,fc,150,1,0.684599996
D70,All,fc,150,1,0.757300019
D71,All,fc,150,1,0.700100005
D72,All,fc,150,1,0.696200013
D73,All,fc,150,1,0.724799991
D74,All,fc,150,1,0.724799991
D75,All,fc,150,1,0.666800022
D76,All,fc,150,1,0.7245
D77,All,fc,150,1,0.774900019
D78,All,fc,150,1,0.725099981
D79,All,fc,150,1,0.703700006
D80,All,fc,150,1,0.6523
D81,All,fc,150,1,0.790600002
D82,All,fc,150,1,0.80339998
D83,All,fc,150,1,0.780300021
D84,All,fc,150,1,0.735000014
D85,All,fc,150,1,0.755599976
D86,All,fc,150,1,0.795400023
D87,All,fc,150,1,0.728500009
D88,All,fc,150,1,0.713199973
D89,All,fc,150,1,0.719799995
D90,All,fc,150,1,0.765500009
D91,All,fc,150,1,0.80309999
D92,All,fc,150,1,0.748000026
D93,All,fc,150,1,0.761799991
D94,All,fc,150,1,0.799000025
D95,All,fc,150,1,0.796199977
D96,All,fc,150,1,0.803300023
D97,All,fc,150,1,0.802200019
D98,All,fc,150,1,0.774800003
D99,All,fc,150,1,0.788900018
D100,All,fc,150,1,0.819899976
D1,All,fc,350,1,0.112300001
D2,All,fc,350,1,0.148399994
D3,All,fc,350,1,0.173999995
D4,All,fc,350,1,0.1184
D5,All,fc,350,1,0.182099998
D6,All,fc,350,1,0.215499997
D7,All,fc,350,1,0.1479
D8,All,fc,350,1,0.101400003
D9,All,fc,350,1,0.102499999
D10,All,fc,350,1,0.1822
D11,All,fc,350,1,0.287600011
D12,All,fc,350,1,0.278899997
D13,All,fc,350,1,0.328000009
D14,All,fc,350,1,0.304899991
D15,All,fc,350,1,0.280299991
D16,All,fc,350,1,0.223700002
D17,All,fc,350,1,0.196199998
D18,All,fc,350,1,0.194999993
D19,All,fc,350,1,0.300500005
D20,All,fc,350,1,0.334399998
D21,All,fc,350,1,0.42930001
D22,All,fc,350,1,0.435799986
D23,All,fc,350,1,0.452600002
D24,All,fc,350,1,0.546800017
D25,All,fc,350,1,0.562900007
D26,All,fc,350,1,0.548799992
D27,All,fc,350,1,0.506500006
D28,All,fc,350,1,0.405600011
D29,All,fc,350,1,0.61559999
D30,All,fc,350,1,0.636699975
D31,All,fc,350,1,0.684499979
D32,All,fc,350,1,0.512899995
D33,All,fc,350,1,0.591400027
D34,All,fc,350,1,0.548699975
D35,All,fc,350,1,0.551999986
D36,All,fc,350,1,0.662599981
D37,All,fc,350,1,0.62349999
D38,All,fc,350,1,0.708800018
D39,All,fc,350,1,0.665799975
D40,All,fc,350,1,0.74119997
D41,All,fc,350,1,0.698000014
D42,All,fc,350,1,0.685000002
D43,All,fc,350,1,0.635699987
D44,All,fc,350,1,0.704699993
D45,All,fc,350,1,0.648000002
D46,All,fc,350,1,0.646399975
D47,All,fc,350,1,0.572099984
D48,All,fc,350,1,0.608200014
D49,All,fc,350,1,0.639699996
D50,All,fc,350,1,0.677999973
D51,All,fc,350,1,0.75
D52,All,fc,350,1,0.720600009
D53,All,fc,350,1,0.692799985
D54,All,fc,350,1,0.641900003
D55,All,fc,350,1,0.685199976
D56,All,fc,350,1,0.703199983
D57,All,fc,350,1,0.732900023
D58,All,fc,350,1,0.732599974
D59,All,fc,350,1,0.697099984
D60,All,fc,350,1,0.760200024
D61,All,fc,350,1,0.81129998
D62,All,fc,350,1,0.79460001
D63,All,fc,350,1,0.786000013
D64,All,fc,350,1,0.690699995
D65,All,fc,350,1,0.792999983
D66,All,fc,350,1,0.725000024
D67,All,fc,350,1,0.745899975
D68,All,fc,350,1,0.760999978
D69,All,fc,350,1,0.782700002
D70,All,fc,350,1,0.745899975
D71,All,fc,350,1,0.726499975
D72,All,fc,350,1,0.724799991
D73,All,fc,350,1,0.710799992
D74,All,fc,350,1,0.699899971
D75,All,fc,350,1,0.700399995
D76,All,fc,350,1,0.742999971
D77,All,fc,350,1,0.669099987
D78,All,fc,350,1,0.774100006
D79,All,fc,350,1,0.707799971
D80,All,fc,350,1,0.75880003
D81,All,fc,350,1,0.767799973
D82,All,fc,350,1,0.683700025
D83,All,fc,350,1,0.760200024
D84,All,fc,350,1,0.790700018
D85,All,fc,350,1,0.728200018
D86,All,fc,350,1,0.787100017
D87,All,fc,350,1,0.746800005
D88,All,fc,350,1,0.78640002
D89,All,fc,350,1,0.766600013
D90,All,fc,350,1,0.730400026
D91,All,fc,350,1,0.732200027
D92,All,fc,350,1,0.748099983
D93,All,fc,350,1,0.763300002
D94,All,fc,350,1,0.797699988
D95,All,fc,350,1,0.757499993
D96,All,fc,350,1,0.727500021
D97,All,fc,350,1,0.805400014
D98,All,fc,350,1,0.761799991
D99,All,fc,350,1,0.7597
D100,All,fc,350,1,0.742200017
D1,All,fc-cnn,150,1,0.135600001
D2,All,fc-cnn,150,1,0.116700001
D3,All,fc-cnn,150,1,0.108400002
D4,All,fc-cnn,150,1,0.100900002
D5,All,fc-cnn,150,1,0.180199996
D6,All,fc-cnn,150,1,0.103200004
D7,All,fc-cnn,150,1,0.103200004
D8,All,fc-cnn,150,1,0.1039
D9,All,fc-cnn,150,1,0.104900002
D10,All,fc-cnn,150,1,0.269899994
D11,All,fc-cnn,150,1,0.204799995
D12,All,fc-cnn,150,1,0.266200006
D13,All,fc-cnn,150,1,0.254900008
D14,All,fc-cnn,150,1,0.160899997
D15,All,fc-cnn,150,1,0.250099987
D16,All,fc-cnn,150,1,0.258899987
D17,All,fc-cnn,150,1,0.339700013
D18,All,fc-cnn,150,1,0.346599996
D19,All,fc-cnn,150,1,0.274300009
D20,All,fc-cnn,150,1,0.333600014
D21,All,fc-cnn,150,1,0.36469999
D22,All,fc-cnn,150,1,0.380600005
D23,All,fc-cnn,150,1,0.417899996
D24,All,fc-cnn,150,1,0.474000007
D25,All,fc-cnn,150,1,0.460599989
D26,All,fc-cnn,150,1,0.458499998
D27,All,fc-cnn,150,1,0.494599998
D28,All,fc-cnn,150,1,0.56099999
D29,All,fc-cnn,150,1,0.520200014
D30,All,fc-cnn,150,1,0.550199986
D31,All,fc-cnn,150,1,0.514199972
D32,All,fc-cnn,150,1,0.58099997
D33,All,fc-cnn,150,1,0.574299991
D34,All,fc-cnn,150,1,0.484400004
D35,All,fc-cnn,150,1,0.593299985
D36,All,fc-cnn,150,1,0.625800014
D37,All,fc-cnn,150,1,0.518400013
D38,All,fc-cnn,150,1,0.529399991
D39,All,fc-cnn,150,1,0.644299984
D40,All,fc-cnn,150,1,0.656799972
D41,All,fc-cnn,150,1,0.621999979
D42,All,fc-cnn,150,1,0.688899994
D43,All,fc-cnn,150,1,0.561200023
D44,All,fc-cnn,150,1,0.665799975
D45,All,fc-cnn,150,1,0.698499978
D46,All,fc-cnn,150,1,0.688899994
D47,All,fc-cnn,150,1,0.596199989
D48,All,fc-cnn,150,1,0.622699976
D49,All,fc-cnn,150,1,0.641200006
D50,All,fc-cnn,150,1,0.708299994
D51,All,fc-cnn,150,1,0.638199985
D52,All,fc-cnn,150,1,0.555199981
D53,All,fc-cnn,150,1,0.657700002
D54,All,fc-cnn,150,1,0.617500007
D55,All,fc-cnn,150,1,0.636200011
D56,All,fc-cnn,150,1,0.753199995
D57,All,fc-cnn,150,1,0.726800025
D58,All,fc-cnn,150,1,0.730400026
D59,All,fc-cnn,150,1,0.687900007
D60,All,fc-cnn,150,1,0.725300014
D61,All,fc-cnn,150,1,0.674700022
D62,All,fc-cnn,150,1,0.690999985
D63,All,fc-cnn,150,1,0.732200027
D64,All,fc-cnn,150,1,0.766499996
D65,All,fc-cnn,150,1,0.800499976
D66,All,fc-cnn,150,1,0.637799978
D67,All,fc-cnn,150,1,0.742900014
D68,All,fc-cnn,150,1,0.694999993
D69,All,fc-cnn,150,1,0.760299981
D70,All,fc-cnn,150,1,0.78549999
D71,All,fc-cnn,150,1,0.757799983
D72,All,fc-cnn,150,1,0.757600009
D73,All,fc-cnn,150,1,0.800199986
D74,All,fc-cnn,150,1,0.748000026
D75,All,fc-cnn,150,1,0.736999989
D76,All,fc-cnn,150,1,0.764800012
D77,All,fc-cnn,150,1,0.803300023
D78,All,fc-cnn,150,1,0.824500024
D79,All,fc-cnn,150,1,0.813899994
D80,All,fc-cnn,150,1,0.789300025
D81,All,fc-cnn,150,1,0.847000003
D82,All,fc-cnn,150,1,0.754700005
D83,All,fc-cnn,150,1,0.794700027
D84,All,fc-cnn,150,1,0.826799989
D85,All,fc-cnn,150,1,0.789799988
D86,All,fc-cnn,150,1,0.818899989
D87,All,fc-cnn,150,1,0.751800001
D88,All,fc-cnn,150,1,0.779699981
D89,All,fc-cnn,150,1,0.820900023
D90,All,fc-cnn,150,1,0.806999981
D91,All,fc-cnn,150,1,0.799300015
D92,All,fc-cnn,150,1,0.738699973
D93,All,fc-cnn,150,1,0.801800013
D94,All,fc-cnn,150,1,0.827000022
D95,All,fc-cnn,150,1,0.845899999
D96,All,fc-cnn,150,1,0.846700013
D97,All,fc-cnn,150,1,0.833700001
D98,All,fc-cnn,150,1,0.807299972
D99,All,fc-cnn,150,1,0.798500001
D100,All,fc-cnn,150,1,0.842299998
D1,All,fc-cnn,350,1,0.109099999
D2,All,fc-cnn,350,1,0.101000004
D3,All,fc-cnn,350,1,0.101000004
D4,All,fc-cnn,350,1,0.184799999
D5,All,fc-cnn,350,1,0.172000006
D6,All,fc-cnn,350,1,0.100900002
D7,All,fc-cnn,350,1,0.100900002
D8,All,fc-cnn,350,1,0.100900002
D9,All,fc-cnn,350,1,0.101099998
D10,All,fc-cnn,350,1,0.201299995
D11,All,fc-cnn,350,1,0.245700002
D12,All,fc-cnn,350,1,0.235300004
D13,All,fc-cnn,350,1,0.2368
D14,All,fc-cnn,350,1,0.254999995
D15,All,fc-cnn,350,1,0.176899999
D16,All,fc-cnn,350,1,0.286300004
D17,All,fc-cnn,350,1,0.265399992
D18,All,fc-cnn,350,1,0.423500001
D19,All,fc-cnn,350,1,0.39230001
D20,All,fc-cnn,350,1,0.480599999
D21,All,fc-cnn,350,1,0.632000029
D22,All,fc-cnn,350,1,0.451000005
D23,All,fc-cnn,350,1,0.64349997
D24,All,fc-cnn,350,1,0.583400011
D25,All,fc-cnn,350,1,0.595600009
D26,All,fc-cnn,350,1,0.342700005
D27,All,fc-cnn,350,1,0.481999993
D28,All,fc-cnn,350,1,0.427700013
D29,All,fc-cnn,350,1,0.543299973
D30,All,fc-cnn,350,1,0.648599982
D31,All,fc-cnn,350,1,0.63380003
D32,All,fc-cnn,350,1,0.480399996
D33,All,fc-cnn,350,1,0.723999977
D34,All,fc-cnn,350,1,0.635100007
D35,All,fc-cnn,350,1,0.602500021
D36,All,fc-cnn,350,1,0.744199991
D37,All,fc-cnn,350,1,0.717100024
D38,All,fc-cnn,350,1,0.725199997
D39,All,fc-cnn,350,1,0.7403
D40,All,fc-cnn,350,1,0.669499993
D41,All,fc-cnn,350,1,0.658900023
D42,All,fc-cnn,350,1,0.721199989
D43,All,fc-cnn,350,1,0.767099977
D44,All,fc-cnn,350,1,0.780700028
D45,All,fc-cnn,350,1,0.628700018
D46,All,fc-cnn,350,1,0.63319999
D47,All,fc-cnn,350,1,0.606599987
D48,All,fc-cnn,350,1,0.689700007
D49,All,fc-cnn,350,1,0.714999974
D50,All,fc-cnn,350,1,0.789699972
D51,All,fc-cnn,350,1,0.843800008
D52,All,fc-cnn,350,1,0.847800016
D53,All,fc-cnn,350,1,0.832599998
D54,All,fc-cnn,350,1,0.79400003
D55,All,fc-cnn,350,1,0.793099999
D56,All,fc-cnn,350,1,0.7773
D57,All,fc-cnn,350,1,0.787599981
D58,All,fc-cnn,350,1,0.851400018
D59,All,fc-cnn,350,1,0.784099996
D60,All,fc-cnn,350,1,0.830500007
D61,All,fc-cnn,350,1,0.85650003
D62,All,fc-cnn,350,1,0.856999993
D63,All,fc-cnn,350,1,0.856999993
D64,All,fc-cnn,350,1,0.823400021
D65,All,fc-cnn,350,1,0.845600009
D66,All,fc-cnn,350,1,0.826499999
D67,All,fc-cnn,350,1,0.818000019
D68,All,fc-cnn,350,1,0.852500021
D69,All,fc-cnn,350,1,0.858099997
D70,All,fc-cnn,350,1,0.83099997
D71,All,fc-cnn,350,1,0.790300012
D72,All,fc-cnn,350,1,0.845000029
D73,All,fc-cnn,350,1,0.791199982
D74,All,fc-cnn,350,1,0.818099976
D75,All,fc-cnn,350,1,0.785399973
D76,All,fc-cnn,350,1,0.797599971
D77,All,fc-cnn,350,1,0.799899995
D78,All,fc-cnn,350,1,0.846800029
D79,All,fc-cnn,350,1,0.787699997
D80,All,fc-cnn,350,1,0.807600021
D81,All,fc-cnn,350,1,0.831200004
D82,All,fc-cnn,350,1,0.774900019
D83,All,fc-cnn,350,1,0.863099992
D84,All,fc-cnn,350,1,0.873000026
D85,All,fc-cnn,350,1,0.845099986
D86,All,fc-cnn,350,1,0.869499981
D87,All,fc-cnn,350,1,0.859000027
D88,All,fc-cnn,350,1,0.845399976
D89,All,fc-cnn,350,1,0.807500005
