TrainSet,TestSet,Model,Seed,Experiment,TestAccuracy
D57,All,cobweb4v,450,1,0.7483
D58,All,cobweb4v,450,1,0.7484
D59,All,cobweb4v,450,1,0.7494
D60,All,cobweb4v,450,1,0.7536
D61,All,cobweb4v,450,1,0.7546
D62,All,cobweb4v,450,1,0.7556
D63,All,cobweb4v,450,1,0.7533
D64,All,cobweb4v,450,1,0.7571
D65,All,cobweb4v,450,1,0.757
D66,All,cobweb4v,450,1,0.7578
D67,All,cobweb4v,450,1,0.7572
D68,All,cobweb4v,450,1,0.7559
D69,All,cobweb4v,450,1,0.7573
D70,All,cobweb4v,450,1,0.7646
D71,All,cobweb4v,450,1,0.7632
D72,All,cobweb4v,450,1,0.7634
D73,All,cobweb4v,450,1,0.761
D74,All,cobweb4v,450,1,0.7615
D75,All,cobweb4v,450,1,0.7663
D76,All,cobweb4v,450,1,0.7656
D77,All,cobweb4v,450,1,0.7667
D78,All,cobweb4v,450,1,0.7694
D79,All,cobweb4v,450,1,0.77
D80,All,cobweb4v,450,1,0.7728
D81,All,cobweb4v,450,1,0.7751
D82,All,cobweb4v,450,1,0.7788
D83,All,cobweb4v,450,1,0.7784
D84,All,cobweb4v,450,1,0.7801
D85,All,cobweb4v,450,1,0.7786
D86,All,cobweb4v,450,1,0.7793
D87,All,cobweb4v,450,1,0.7811
D88,All,cobweb4v,450,1,0.7824
D89,All,cobweb4v,450,1,0.7836
D90,All,cobweb4v,450,1,0.7846
D91,All,cobweb4v,450,1,0.7837
D92,All,cobweb4v,450,1,0.7866
D93,All,cobweb4v,450,1,0.7863
D94,All,cobweb4v,450,1,0.7859
D95,All,cobweb4v,450,1,0.7864
D96,All,cobweb4v,450,1,0.7892
D97,All,cobweb4v,450,1,0.7895
D98,All,cobweb4v,450,1,0.7907
D99,All,cobweb4v,450,1,0.7915
D100,All,cobweb4v,450,1,0.7923
D1,All,cobweb4v,789,1,0.1587
D2,All,cobweb4v,789,1,0.2469
D3,All,cobweb4v,789,1,0.3753
D4,All,cobweb4v,789,1,0.3794
D5,All,cobweb4v,789,1,0.3803
D6,All,cobweb4v,789,1,0.4375
D7,All,cobweb4v,789,1,0.4473
D8,All,cobweb4v,789,1,0.4852
D9,All,cobweb4v,789,1,0.4949
D10,All,cobweb4v,789,1,0.5103
D11,All,cobweb4v,789,1,0.5585
D12,All,cobweb4v,789,1,0.5395
D13,All,cobweb4v,789,1,0.5711
D14,All,cobweb4v,789,1,0.5603
D15,All,cobweb4v,789,1,0.5526
D16,All,cobweb4v,789,1,0.5647
D17,All,cobweb4v,789,1,0.5741
D18,All,cobweb4v,789,1,0.5831
D19,All,cobweb4v,789,1,0.599
D20,All,cobweb4v,789,1,0.6147
D21,All,cobweb4v,789,1,0.6293
D22,All,cobweb4v,789,1,0.637
D23,All,cobweb4v,789,1,0.6395
D24,All,cobweb4v,789,1,0.6498
D25,All,cobweb4v,789,1,0.6578
D26,All,cobweb4v,789,1,0.6623
D27,All,cobweb4v,789,1,0.6673
D28,All,cobweb4v,789,1,0.6677
D29,All,cobweb4v,789,1,0.6755
D30,All,cobweb4v,789,1,0.6828
D31,All,cobweb4v,789,1,0.6883
D32,All,cobweb4v,789,1,0.7106
D33,All,cobweb4v,789,1,0.7113
D34,All,cobweb4v,789,1,0.7138
D35,All,cobweb4v,789,1,0.7301
D36,All,cobweb4v,789,1,0.7311
D37,All,cobweb4v,789,1,0.7355
D38,All,cobweb4v,789,1,0.7382
D39,All,cobweb4v,789,1,0.7412
D40,All,cobweb4v,789,1,0.7397
D41,All,cobweb4v,789,1,0.7412
D42,All,cobweb4v,789,1,0.7421
D43,All,cobweb4v,789,1,0.7489
D44,All,cobweb4v,789,1,0.7493
D45,All,cobweb4v,789,1,0.7521
D46,All,cobweb4v,789,1,0.7571
D47,All,cobweb4v,789,1,0.7592
D48,All,cobweb4v,789,1,0.7626
D49,All,cobweb4v,789,1,0.7606
D50,All,cobweb4v,789,1,0.7594
D51,All,cobweb4v,789,1,0.7626
D52,All,cobweb4v,789,1,0.7708
D53,All,cobweb4v,789,1,0.7713
D54,All,cobweb4v,789,1,0.7728
D55,All,cobweb4v,789,1,0.7735
D56,All,cobweb4v,789,1,0.7747
D57,All,cobweb4v,789,1,0.7751
D58,All,cobweb4v,789,1,0.7794
D59,All,cobweb4v,789,1,0.7813
D60,All,cobweb4v,789,1,0.7796
D61,All,cobweb4v,789,1,0.7842
D62,All,cobweb4v,789,1,0.7868
D63,All,cobweb4v,789,1,0.7879
D64,All,cobweb4v,789,1,0.7846
D65,All,cobweb4v,789,1,0.7847
D66,All,cobweb4v,789,1,0.7871
D67,All,cobweb4v,789,1,0.7872
D68,All,cobweb4v,789,1,0.7865
D69,All,cobweb4v,789,1,0.7867
D70,All,cobweb4v,789,1,0.7881
D71,All,cobweb4v,789,1,0.7887
D72,All,cobweb4v,789,1,0.7894
D73,All,cobweb4v,789,1,0.7892
D74,All,cobweb4v,789,1,0.7889
D75,All,cobweb4v,789,1,0.7943
D76,All,cobweb4v,789,1,0.7989
D77,All,cobweb4v,789,1,0.7969
D78,All,cobweb4v,789,1,0.7967
D79,All,cobweb4v,789,1,0.7978
D80,All,cobweb4v,789,1,0.7965
D81,All,cobweb4v,789,1,0.7962
D82,All,cobweb4v,789,1,0.797
D83,All,cobweb4v,789,1,0.7966
D84,All,cobweb4v,789,1,0.7981
D85,All,cobweb4v,789,1,0.8001
D86,All,cobweb4v,789,1,0.8015
D87,All,cobweb4v,789,1,0.8035
D88,All,cobweb4v,789,1,0.8
D89,All,cobweb4v,789,1,0.7974
D90,All,cobweb4v,789,1,0.7965
D91,All,cobweb4v,789,1,0.7984
D92,All,cobweb4v,789,1,0.7976
D93,All,cobweb4v,789,1,0.7987
D94,All,cobweb4v,789,1,0.7987
D95,All,cobweb4v,789,1,0.7998
D96,All,cobweb4v,789,1,0.8
D97,All,cobweb4v,789,1,0.7973
D98,All,cobweb4v,789,1,0.7984
D99,All,cobweb4v,789,1,0.7985
D100,All,cobweb4v,789,1,0.8006
D1,All,cobweb4v,0,1,0.1691
D2,All,cobweb4v,0,1,0.2401
D3,All,cobweb4v,0,1,0.288
D4,All,cobweb4v,0,1,0.337
D5,All,cobweb4v,0,1,0.3598
D6,All,cobweb4v,0,1,0.399
D7,All,cobweb4v,0,1,0.4521
D8,All,cobweb4v,0,1,0.468
D9,All,cobweb4v,0,1,0.4844
D10,All,cobweb4v,0,1,0.5163
D11,All,cobweb4v,0,1,0.4942
D12,All,cobweb4v,0,1,0.4957
D13,All,cobweb4v,0,1,0.5203
D14,All,cobweb4v,0,1,0.5435
D15,All,cobweb4v,0,1,0.5588
D16,All,cobweb4v,0,1,0.5672
D17,All,cobweb4v,0,1,0.5869
D18,All,cobweb4v,0,1,0.589
D19,All,cobweb4v,0,1,0.6027
D20,All,cobweb4v,0,1,0.6124
D21,All,cobweb4v,0,1,0.6141
D22,All,cobweb4v,0,1,0.6173
D23,All,cobweb4v,0,1,0.6277
D24,All,cobweb4v,0,1,0.64
D25,All,cobweb4v,0,1,0.65
D26,All,cobweb4v,0,1,0.6703
D27,All,cobweb4v,0,1,0.6721
D28,All,cobweb4v,0,1,0.677
D29,All,cobweb4v,0,1,0.674
D30,All,cobweb4v,0,1,0.6801
D31,All,cobweb4v,0,1,0.6857
D32,All,cobweb4v,0,1,0.6851
D33,All,cobweb4v,0,1,0.6933
D34,All,cobweb4v,0,1,0.6967
D35,All,cobweb4v,0,1,0.694
D36,All,cobweb4v,0,1,0.6899
D37,All,cobweb4v,0,1,0.6879
D38,All,cobweb4v,0,1,0.6932
D39,All,cobweb4v,0,1,0.7015
D40,All,cobweb4v,0,1,0.699
D41,All,cobweb4v,0,1,0.7032
D42,All,cobweb4v,0,1,0.708
D43,All,cobweb4v,0,1,0.7168
D44,All,cobweb4v,0,1,0.7171
D45,All,cobweb4v,0,1,0.7205
D46,All,cobweb4v,0,1,0.7268
D47,All,cobweb4v,0,1,0.737
D48,All,cobweb4v,0,1,0.7358
D49,All,cobweb4v,0,1,0.7388
D50,All,cobweb4v,0,1,0.7451
D51,All,cobweb4v,0,1,0.7438
D52,All,cobweb4v,0,1,0.7506
D53,All,cobweb4v,0,1,0.7533
D54,All,cobweb4v,0,1,0.7546
D55,All,cobweb4v,0,1,0.7563
D56,All,cobweb4v,0,1,0.7537
D57,All,cobweb4v,0,1,0.7547
D58,All,cobweb4v,0,1,0.7568
D59,All,cobweb4v,0,1,0.7527
D60,All,cobweb4v,0,1,0.7551
D61,All,cobweb4v,0,1,0.7606
D62,All,cobweb4v,0,1,0.756
D63,All,cobweb4v,0,1,0.7557
D64,All,cobweb4v,0,1,0.7593
D65,All,cobweb4v,0,1,0.761
D66,All,cobweb4v,0,1,0.7639
D67,All,cobweb4v,0,1,0.7685
D68,All,cobweb4v,0,1,0.7696
D69,All,cobweb4v,0,1,0.7757
D70,All,cobweb4v,0,1,0.7767
D71,All,cobweb4v,0,1,0.7787
D72,All,cobweb4v,0,1,0.7819
D73,All,cobweb4v,0,1,0.7827
D74,All,cobweb4v,0,1,0.7886
D75,All,cobweb4v,0,1,0.7882
D76,All,cobweb4v,0,1,0.7914
D77,All,cobweb4v,0,1,0.7919
D78,All,cobweb4v,0,1,0.7937
D79,All,cobweb4v,0,1,0.7925
D80,All,cobweb4v,0,1,0.7949
D81,All,cobweb4v,0,1,0.796
D82,All,cobweb4v,0,1,0.7955
D83,All,cobweb4v,0,1,0.796
D84,All,cobweb4v,0,1,0.7969
D85,All,cobweb4v,0,1,0.8006
D86,All,cobweb4v,0,1,0.8019
D87,All,cobweb4v,0,1,0.8026
D88,All,cobweb4v,0,1,0.8076
D89,All,cobweb4v,0,1,0.8059
D90,All,cobweb4v,0,1,0.8039
D91,All,cobweb4v,0,1,0.8077
D92,All,cobweb4v,0,1,0.8094
D93,All,cobweb4v,0,1,0.8096
D94,All,cobweb4v,0,1,0.8106
D95,All,cobweb4v,0,1,0.8103
D96,All,cobweb4v,0,1,0.8105
D97,All,cobweb4v,0,1,0.8125
D98,All,cobweb4v,0,1,0.813
D99,All,cobweb4v,0,1,0.8161
D100,All,cobweb4v,0,1,0.8143
D1,All,cobweb4v,50,1,0.1643
D2,All,cobweb4v,50,1,0.258
D3,All,cobweb4v,50,1,0.3406
D4,All,cobweb4v,50,1,0.4281
D5,All,cobweb4v,50,1,0.4495
D6,All,cobweb4v,50,1,0.4926
D7,All,cobweb4v,50,1,0.5371
D8,All,cobweb4v,50,1,0.5494
D9,All,cobweb4v,50,1,0.586
D10,All,cobweb4v,50,1,0.6014
D11,All,cobweb4v,50,1,0.5998
D12,All,cobweb4v,50,1,0.6056
D13,All,cobweb4v,50,1,0.6194
D14,All,cobweb4v,50,1,0.6093
D15,All,cobweb4v,50,1,0.618
D16,All,cobweb4v,50,1,0.6244
D17,All,cobweb4v,50,1,0.6428
D18,All,cobweb4v,50,1,0.6485
D19,All,cobweb4v,50,1,0.6501
D20,All,cobweb4v,50,1,0.6627
D21,All,cobweb4v,50,1,0.6613
D22,All,cobweb4v,50,1,0.6666
D23,All,cobweb4v,50,1,0.6741
D24,All,cobweb4v,50,1,0.6874
D25,All,cobweb4v,50,1,0.6899
D26,All,cobweb4v,50,1,0.6823
D27,All,cobweb4v,50,1,0.6873
D28,All,cobweb4v,50,1,0.6962
D29,All,cobweb4v,50,1,0.7021
D30,All,cobweb4v,50,1,0.7059
D31,All,cobweb4v,50,1,0.7151
D32,All,cobweb4v,50,1,0.7168
D33,All,cobweb4v,50,1,0.7197
D34,All,cobweb4v,50,1,0.7189
D35,All,cobweb4v,50,1,0.7235
D36,All,cobweb4v,50,1,0.73
D37,All,cobweb4v,50,1,0.7356
D38,All,cobweb4v,50,1,0.7353
D39,All,cobweb4v,50,1,0.7328
D40,All,cobweb4v,50,1,0.7363
D41,All,cobweb4v,50,1,0.7366
D42,All,cobweb4v,50,1,0.7381
D43,All,cobweb4v,50,1,0.7452
D44,All,cobweb4v,50,1,0.7488
D45,All,cobweb4v,50,1,0.7492
D46,All,cobweb4v,50,1,0.7481
D47,All,cobweb4v,50,1,0.753
D48,All,cobweb4v,50,1,0.7573
D49,All,cobweb4v,50,1,0.7606
D50,All,cobweb4v,50,1,0.7645
D51,All,cobweb4v,50,1,0.7647
D52,All,cobweb4v,50,1,0.7675
D53,All,cobweb4v,50,1,0.7685
D54,All,cobweb4v,50,1,0.7677
D55,All,cobweb4v,50,1,0.7684
D56,All,cobweb4v,50,1,0.7711
D57,All,cobweb4v,50,1,0.7724
D58,All,cobweb4v,50,1,0.7719
D59,All,cobweb4v,50,1,0.7739
D60,All,cobweb4v,50,1,0.7745
D61,All,cobweb4v,50,1,0.7762
D62,All,cobweb4v,50,1,0.7755
D63,All,cobweb4v,50,1,0.7797
D64,All,cobweb4v,50,1,0.7769
D65,All,cobweb4v,50,1,0.7795
D66,All,cobweb4v,50,1,0.7782
D67,All,cobweb4v,50,1,0.7803
D68,All,cobweb4v,50,1,0.781
D69,All,cobweb4v,50,1,0.7797
D70,All,cobweb4v,50,1,0.7838
D71,All,cobweb4v,50,1,0.7851
D72,All,cobweb4v,50,1,0.7826
D73,All,cobweb4v,50,1,0.7823
D74,All,cobweb4v,50,1,0.7804
D75,All,cobweb4v,50,1,0.7808
D76,All,cobweb4v,50,1,0.7837
D77,All,cobweb4v,50,1,0.7852
D78,All,cobweb4v,50,1,0.7865
D79,All,cobweb4v,50,1,0.7851
D80,All,cobweb4v,50,1,0.7853
D81,All,cobweb4v,50,1,0.7874
D82,All,cobweb4v,50,1,0.7866
D83,All,cobweb4v,50,1,0.7891
D84,All,cobweb4v,50,1,0.7898
D85,All,cobweb4v,50,1,0.7916
D86,All,cobweb4v,50,1,0.7907
D87,All,cobweb4v,50,1,0.7923
D88,All,cobweb4v,50,1,0.7903
D89,All,cobweb4v,50,1,0.7915
D90,All,cobweb4v,50,1,0.7964
D91,All,cobweb4v,50,1,0.7967
D92,All,cobweb4v,50,1,0.7961
D93,All,cobweb4v,50,1,0.7969
D94,All,cobweb4v,50,1,0.7973
D95,All,cobweb4v,50,1,0.7957
D96,All,cobweb4v,50,1,0.7961
D97,All,cobweb4v,50,1,0.7963
D98,All,cobweb4v,50,1,0.7968
D99,All,cobweb4v,50,1,0.8
D100,All,cobweb4v,50,1,0.8024
D1,All,fc,450,1,0.113499999
D2,All,fc,450,1,0.151800007
D3,All,fc,450,1,0.146500006
D4,All,fc,450,1,0.189500004
D5,All,fc,450,1,0.123599999
D6,All,fc,450,1,0.095799997
D7,All,fc,450,1,0.095799997
D8,All,fc,450,1,0.095799997
D9,All,fc,450,1,0.095799997
D10,All,fc,450,1,0.299100012
D11,All,fc,450,1,0.386299998
D12,All,fc,450,1,0.366299987
D13,All,fc,450,1,0.329699993
D14,All,fc,450,1,0.38499999
D15,All,fc,450,1,0.426999986
D16,All,fc,450,1,0.325199991
D17,All,fc,450,1,0.377700001
D18,All,fc,450,1,0.444099993
D19,All,fc,450,1,0.380299985
D20,All,fc,450,1,0.3917
D21,All,fc,450,1,0.414600015
D22,All,fc,450,1,0.447600007
D23,All,fc,450,1,0.466199994
D24,All,fc,450,1,0.50880003
D25,All,fc,450,1,0.538600028
D26,All,fc,450,1,0.580799997
D27,All,fc,450,1,0.575800002
D28,All,fc,450,1,0.575900018
D29,All,fc,450,1,0.619199991
D30,All,fc,450,1,0.631699979
D31,All,fc,450,1,0.518000007
D32,All,fc,450,1,0.582300007
D33,All,fc,450,1,0.613699973
D34,All,fc,450,1,0.694400012
D35,All,fc,450,1,0.658699989
D36,All,fc,450,1,0.600300014
D37,All,fc,450,1,0.680899978
D38,All,fc,450,1,0.587599993
D39,All,fc,450,1,0.64410001
D40,All,fc,450,1,0.580799997
D41,All,fc,450,1,0.627900004
D42,All,fc,450,1,0.577199996
D43,All,fc,450,1,0.642799973
D44,All,fc,450,1,0.647899985
D45,All,fc,450,1,0.680499971
D46,All,fc,450,1,0.705900013
D47,All,fc,450,1,0.642400026
D48,All,fc,450,1,0.635500014
D49,All,fc,450,1,0.632099986
D50,All,fc,450,1,0.638599992
D51,All,fc,450,1,0.728200018
D52,All,fc,450,1,0.696399987
D53,All,fc,450,1,0.740199983
D54,All,fc,450,1,0.684800029
D55,All,fc,450,1,0.52759999
D56,All,fc,450,1,0.646300018
D57,All,fc,450,1,0.627799988
D58,All,fc,450,1,0.690900028
D59,All,fc,450,1,0.76880002
D60,All,fc,450,1,0.708899975
D61,All,fc,450,1,0.667599976
D62,All,fc,450,1,0.666100025
D63,All,fc,450,1,0.762700021
D64,All,fc,450,1,0.773899972
D65,All,fc,450,1,0.702799976
D66,All,fc,450,1,0.765699983
D67,All,fc,450,1,0.676100016
D68,All,fc,450,1,0.726199985
D69,All,fc,450,1,0.778400004
D70,All,fc,450,1,0.653900027
D71,All,fc,450,1,0.754800022
D72,All,fc,450,1,0.753000021
D73,All,fc,450,1,0.765600026
D74,All,fc,450,1,0.723800004
D75,All,fc,450,1,0.743600011
D76,All,fc,450,1,0.764400005
D77,All,fc,450,1,0.732800007
D78,All,fc,450,1,0.688199997
D79,All,fc,450,1,0.710099995
D80,All,fc,450,1,0.699800014
D81,All,fc,450,1,0.738900006
D82,All,fc,450,1,0.73269999
D83,All,fc,450,1,0.725799978
D84,All,fc,450,1,0.746500015
D85,All,fc,450,1,0.808200002
D86,All,fc,450,1,0.639100015
D87,All,fc,450,1,0.808799982
D88,All,fc,450,1,0.788200021
D89,All,fc,450,1,0.728799999
D90,All,fc,450,1,0.738499999
D91,All,fc,450,1,0.764100015
D92,All,fc,450,1,0.702799976
D93,All,fc,450,1,0.717499971
D94,All,fc,450,1,0.731999993
D95,All,fc,450,1,0.746800005
D96,All,fc,450,1,0.752099991
D97,All,fc,450,1,0.790000021
D98,All,fc,450,1,0.805800021
D99,All,fc,450,1,0.762499988
D100,All,fc,450,1,0.76700002
D1,All,fc,123,1,0.109499998
D2,All,fc,123,1,0.101000004
D3,All,fc,123,1,0.100900002
D4,All,fc,123,1,0.100900002
D5,All,fc,123,1,0.100900002
D6,All,fc,123,1,0.126300007
D7,All,fc,123,1,0.158000007
D8,All,fc,123,1,0.138799995
D9,All,fc,123,1,0.154799998
D10,All,fc,123,1,0.263000011
D11,All,fc,123,1,0.363700002
D12,All,fc,123,1,0.364199996
D13,All,fc,123,1,0.177699998
D14,All,fc,123,1,0.217099994
D15,All,fc,123,1,0.324699998
D16,All,fc,123,1,0.328799993
D17,All,fc,123,1,0.515299976
D18,All,fc,123,1,0.477800012
D19,All,fc,123,1,0.440899998
D20,All,fc,123,1,0.504499972
D21,All,fc,123,1,0.520799994
D22,All,fc,123,1,0.479900002
D23,All,fc,123,1,0.488599986
D24,All,fc,123,1,0.562600017
D25,All,fc,123,1,0.483700007
D26,All,fc,123,1,0.508000016
D27,All,fc,123,1,0.522199988
D28,All,fc,123,1,0.608299971
D29,All,fc,123,1,0.524699986
D30,All,fc,123,1,0.587599993
D31,All,fc,123,1,0.546999991
D32,All,fc,123,1,0.547800004
D33,All,fc,123,1,0.612999976
D34,All,fc,123,1,0.547800004
D35,All,fc,123,1,0.630200028
D36,All,fc,123,1,0.569899976
D37,All,fc,123,1,0.645600021
D38,All,fc,123,1,0.621100008
D39,All,fc,123,1,0.605199993
D40,All,fc,123,1,0.705600023
D41,All,fc,123,1,0.708299994
D42,All,fc,123,1,0.683000028
D43,All,fc,123,1,0.629000008
D44,All,fc,123,1,0.700800002
D45,All,fc,123,1,0.658699989
D46,All,fc,123,1,0.640100002
D47,All,fc,123,1,0.594299972
D48,All,fc,123,1,0.672699988
D49,All,fc,123,1,0.619599998
D50,All,fc,123,1,0.628199995
D51,All,fc,123,1,0.676400006
D52,All,fc,123,1,0.671199977
D53,All,fc,123,1,0.642199993
D54,All,fc,123,1,0.665000021
D55,All,fc,123,1,0.697799981
D56,All,fc,123,1,0.664099991
D57,All,fc,123,1,0.719600022
D58,All,fc,123,1,0.688399971
D59,All,fc,123,1,0.674300015
D60,All,fc,123,1,0.713800013
D61,All,fc,123,1,0.682500005
D62,All,fc,123,1,0.631799996
D63,All,fc,123,1,0.663699985
D64,All,fc,123,1,0.709500015
D65,All,fc,123,1,0.706700027
D66,All,fc,123,1,0.744700015
D67,All,fc,123,1,0.745899975
D68,All,fc,123,1,0.746900022
D69,All,fc,123,1,0.76819998
D70,All,fc,123,1,0.656499982
D71,All,fc,123,1,0.689100027
D72,All,fc,123,1,0.743900001
D73,All,fc,123,1,0.660000026
D74,All,fc,123,1,0.673200011
D75,All,fc,123,1,0.737999976
D76,All,fc,123,1,0.73089999
D77,All,fc,123,1,0.744599998
D78,All,fc,123,1,0.754400015
D79,All,fc,123,1,0.76700002
D80,All,fc,123,1,0.772599995
D81,All,fc,123,1,0.802399993
D82,All,fc,123,1,0.785000026
D83,All,fc,123,1,0.772300005
D84,All,fc,123,1,0.762700021
D85,All,fc,123,1,0.603900015
D86,All,fc,123,1,0.763800025
D87,All,fc,123,1,0.777999997
D88,All,fc,123,1,0.766600013
D89,All,fc,123,1,0.74940002
D90,All,fc,123,1,0.736500025
D91,All,fc,123,1,0.753799975
D92,All,fc,123,1,0.802999973
D93,All,fc,123,1,0.791499972
D94,All,fc,123,1,0.778500021
D95,All,fc,123,1,0.795700014
D96,All,fc,123,1,0.739700019
D97,All,fc,123,1,0.740999997
D98,All,fc,123,1,0.73150003
D99,All,fc,123,1,0.771499991
D100,All,fc,123,1,0.746599972
D1,All,fc,0,1,0.108499996
D2,All,fc,0,1,0.106299996
D3,All,fc,0,1,0.1039
D4,All,fc,0,1,0.147699997
D5,All,fc,0,1,0.160699993
D6,All,fc,0,1,0.105700001
D7,All,fc,0,1,0.1611
D8,All,fc,0,1,0.223100007
D9,All,fc,0,1,0.218500003
D10,All,fc,0,1,0.222900003
D11,All,fc,0,1,0.283800006
D12,All,fc,0,1,0.298799992
D13,All,fc,0,1,0.310400009
D14,All,fc,0,1,0.270999998
D15,All,fc,0,1,0.268999994
D16,All,fc,0,1,0.444099993
D17,All,fc,0,1,0.501999974
D18,All,fc,0,1,0.3389
D19,All,fc,0,1,0.493900001
D20,All,fc,0,1,0.476900011
D21,All,fc,0,1,0.523500025
D22,All,fc,0,1,0.556400001
D23,All,fc,0,1,0.549600005
D24,All,fc,0,1,0.522700012
D25,All,fc,0,1,0.494899988
D26,All,fc,0,1,0.592100024
D27,All,fc,0,1,0.658599973
D28,All,fc,0,1,0.608900011
D29,All,fc,0,1,0.602599978
D30,All,fc,0,1,0.588800013
D31,All,fc,0,1,0.601700008
D32,All,fc,0,1,0.541000009
D33,All,fc,0,1,0.443100005
D34,All,fc,0,1,0.546000004
D35,All,fc,0,1,0.489899993
D36,All,fc,0,1,0.615499973
D37,All,fc,0,1,0.558300018
D38,All,fc,0,1,0.531300008
D39,All,fc,0,1,0.671999991
D40,All,fc,0,1,0.560699999
D41,All,fc,0,1,0.557099998
D42,All,fc,0,1,0.628000021
D43,All,fc,0,1,0.720099986
D44,All,fc,0,1,0.693700016
D45,All,fc,0,1,0.685599983
D46,All,fc,0,1,0.625899971
D47,All,fc,0,1,0.688000023
D48,All,fc,0,1,0.684400022
D49,All,fc,0,1,0.666299999
D50,All,fc,0,1,0.684099972
D51,All,fc,0,1,0.725099981
D52,All,fc,0,1,0.714299977
D53,All,fc,0,1,0.608099997
D54,All,fc,0,1,0.552900016
D55,All,fc,0,1,0.674799979
D56,All,fc,0,1,0.714100003
D57,All,fc,0,1,0.739199996
D58,All,fc,0,1,0.718900025
D59,All,fc,0,1,0.734000027
D60,All,fc,0,1,0.712899983
D61,All,fc,0,1,0.752900004
D62,All,fc,0,1,0.72240001
D63,All,fc,0,1,0.736100018
D64,All,fc,0,1,0.760599971
D65,All,fc,0,1,0.772199988
D66,All,fc,0,1,0.693300009
D67,All,fc,0,1,0.694700003
D68,All,fc,0,1,0.710699975
D69,All,fc,0,1,0.678300023
D70,All,fc,0,1,0.719299972
D71,All,fc,0,1,0.74150002
D72,All,fc,0,1,0.735700011
D73,All,fc,0,1,0.792200029
D74,All,fc,0,1,0.748000026
D75,All,fc,0,1,0.775900006
D76,All,fc,0,1,0.811699986
D77,All,fc,0,1,0.8125
D78,All,fc,0,1,0.760900021
D79,All,fc,0,1,0.752699971
D80,All,fc,0,1,0.770099998
D81,All,fc,0,1,0.710600019
D82,All,fc,0,1,0.644800007
D83,All,fc,0,1,0.722500026
D84,All,fc,0,1,0.736899972
D85,All,fc,0,1,0.75120002
D86,All,fc,0,1,0.74940002
D87,All,fc,0,1,0.770299971
D88,All,fc,0,1,0.764699996
D89,All,fc,0,1,0.81309998
D90,All,fc,0,1,0.766200006
D91,All,fc,0,1,0.762300014
D92,All,fc,0,1,0.757499993
D93,All,fc,0,1,0.787699997
D94,All,fc,0,1,0.803200006
D95,All,fc,0,1,0.795599997
D96,All,fc,0,1,0.810500026
D97,All,fc,0,1,0.820100009
D98,All,fc,0,1,0.805700004
D99,All,fc,0,1,0.828000009
D100,All,fc,0,1,0.826200008
D1,All,fc,456,1,0.141200006
D2,All,fc,456,1,0.107199997
D3,All,fc,456,1,0.112000003
D4,All,fc,456,1,0.172600001
D5,All,fc,456,1,0.258300006
D6,All,fc,456,1,0.195199996
D7,All,fc,456,1,0.125499994
D8,All,fc,456,1,0.131699994
D9,All,fc,456,1,0.177200004
D10,All,fc,456,1,0.275700003
D11,All,fc,456,1,0.284399986
D12,All,fc,456,1,0.229599997
D13,All,fc,456,1,0.304399997
D14,All,fc,456,1,0.38530001
D15,All,fc,456,1,0.340799987
D16,All,fc,456,1,0.378199995
D17,All,fc,456,1,0.351799995
D18,All,fc,456,1,0.346599996
D19,All,fc,456,1,0.332300007
D20,All,fc,456,1,0.430099994
D21,All,fc,456,1,0.508000016
D22,All,fc,456,1,0.523800015
D23,All,fc,456,1,0.448799998
D24,All,fc,456,1,0.449600011
D25,All,fc,456,1,0.592499971
D26,All,fc,456,1,0.487800002
D27,All,fc,456,1,0.449699998
D28,All,fc,456,1,0.482600003
D29,All,fc,456,1,0.556299984
D30,All,fc,456,1,0.565599978
D31,All,fc,456,1,0.624100029
D32,All,fc,456,1,0.600199997
D33,All,fc,456,1,0.613200009
D34,All,fc,456,1,0.608900011
D35,All,fc,456,1,0.568599999
D36,All,fc,456,1,0.563600004
D37,All,fc,456,1,0.493800014
D38,All,fc,456,1,0.59740001
D39,All,fc,456,1,0.65200001
D40,All,fc,456,1,0.641600013
D41,All,fc,456,1,0.682799995
D42,All,fc,456,1,0.649900019
D43,All,fc,456,1,0.691200018
D44,All,fc,456,1,0.586899996
D45,All,fc,456,1,0.627600014
D46,All,fc,456,1,0.563300014
D47,All,fc,456,1,0.656700015
D48,All,fc,456,1,0.641799986
D49,All,fc,456,1,0.695800006
D50,All,fc,456,1,0.575200021
D51,All,fc,456,1,0.640100002
D52,All,fc,456,1,0.658699989
D53,All,fc,456,1,0.694000006
D54,All,fc,456,1,0.658399999
D55,All,fc,456,1,0.671599984
D56,All,fc,456,1,0.702000022
D57,All,fc,456,1,0.691900015
D58,All,fc,456,1,0.744099975
D59,All,fc,456,1,0.752099991
D60,All,fc,456,1,0.722500026
D61,All,fc,456,1,0.672500014
D62,All,fc,456,1,0.768000007
D63,All,fc,456,1,0.672100008
D64,All,fc,456,1,0.777899981
D65,All,fc,456,1,0.696500003
D66,All,fc,456,1,0.664300025
D67,All,fc,456,1,0.682200015
D68,All,fc,456,1,0.735199988
D69,All,fc,456,1,0.718699992
D70,All,fc,456,1,0.733500004
D71,All,fc,456,1,0.772499979
D72,All,fc,456,1,0.713500023
D73,All,fc,456,1,0.706499994
D74,All,fc,456,1,0.749599993
D75,All,fc,456,1,0.734399974
D76,All,fc,456,1,0.753199995
