TrainSet,TestSet,Model,Seed,Experiment,TestAccuracy
D3,L0,fc-cnn-replay,250,2,0.948851764
D4,L0,fc-cnn-replay,250,2,0.866388321
D5,L0,fc-cnn-replay,250,2,0.727557421
D6,L0,fc-cnn-replay,250,2,0.538622141
D7,L0,fc-cnn-replay,250,2,0.406054288
D8,L0,fc-cnn-replay,250,2,0.396659702
D9,L0,fc-cnn-replay,250,2,0.353862226
D10,L0,fc-cnn-replay,250,2,0.247390389
D1,L0,fc-cnn-replay,789,2,0.993273556
D2,L0,fc-cnn-replay,789,2,0.9204036
D3,L0,fc-cnn-replay,789,2,0.912556052
D4,L0,fc-cnn-replay,789,2,0.690582931
D5,L0,fc-cnn-replay,789,2,0.665919304
D6,L0,fc-cnn-replay,789,2,0.431614339
D7,L0,fc-cnn-replay,789,2,0.326233178
D8,L0,fc-cnn-replay,789,2,0.394618839
D9,L0,fc-cnn-replay,789,2,0.189461887
D10,L0,fc-cnn-replay,789,2,0.028026905
D1,L0,fc-replay,50,2,0.978699565
D2,L0,fc-replay,50,2,0.865470827
D3,L0,fc-replay,50,2,0.751121104
D4,L0,fc-replay,50,2,0.534753382
D5,L0,fc-replay,50,2,0.385650218
D6,L0,fc-replay,50,2,0.244394615
D7,L0,fc-replay,50,2,0.125560537
D8,L0,fc-replay,50,2,0.172645733
D9,L0,fc-replay,50,2,0.096412554
D10,L0,fc-replay,50,2,0.060538117
D1,L0,fc-cnn-replay,0,2,0.97918731
D2,L0,fc-cnn-replay,0,2,0.928642213
D3,L0,fc-cnn-replay,0,2,0.912784934
D4,L0,fc-cnn-replay,0,2,0.820614457
D5,L0,fc-cnn-replay,0,2,0.372646183
D6,L0,fc-cnn-replay,0,2,0.272547066
D7,L0,fc-cnn-replay,0,2,0.104063429
D8,L0,fc-cnn-replay,0,2,0.030723488
D9,L0,fc-cnn-replay,0,2,0.102081269
D10,L0,fc-cnn-replay,0,2,0.098116949
D1,L0,fc-replay,789,2,0.982688367
D2,L0,fc-replay,789,2,0.919551909
D3,L0,fc-replay,789,2,0.638492882
D4,L0,fc-replay,789,2,0.457230151
D5,L0,fc-replay,789,2,0.113034621
D6,L0,fc-replay,789,2,0.070264764
D7,L0,fc-replay,789,2,0.052953158
D8,L0,fc-replay,789,2,0.050916497
D9,L0,fc-replay,789,2,0.036659878
D10,L0,fc-replay,789,2,0.005091649
D1,L0,fc-replay,123,2,0.99387753
D2,L0,fc-replay,123,2,0.983673453
D3,L0,fc-replay,123,2,0.936734676
D4,L0,fc-replay,123,2,0.767346919
D5,L0,fc-replay,123,2,0.657142878
D6,L0,fc-replay,123,2,0.53061223
D7,L0,fc-replay,123,2,0.490816325
D8,L0,fc-replay,123,2,0.337755114
D9,L0,fc-replay,123,2,0.313265294
D10,L0,fc-replay,123,2,0.366326541
D1,L0,fc-cnn-replay,250,2,0.995049477
D2,L0,fc-cnn-replay,250,2,0.966336608
D3,L0,fc-cnn-replay,250,2,0.906930685
D4,L0,fc-cnn-replay,250,2,0.769306958
D5,L0,fc-cnn-replay,250,2,0.400990099
D6,L0,fc-cnn-replay,250,2,0.420792073
D7,L0,fc-cnn-replay,250,2,0.347524762
D8,L0,fc-cnn-replay,250,2,0.327722758
D9,L0,fc-cnn-replay,250,2,0.252475262
D10,L0,fc-cnn-replay,250,2,0.226732671
D1,L0,fc-replay,350,2,0.982254684
D2,L0,fc-replay,350,2,0.944676399
D3,L0,fc-replay,350,2,0.787056386
D4,L0,fc-replay,350,2,0.585595012
D5,L0,fc-replay,350,2,0.266179532
D6,L0,fc-replay,350,2,0.114822544
D7,L0,fc-replay,350,2,0.02400835
D8,L0,fc-replay,350,2,0.012526096
D9,L0,fc-replay,350,2,0.004175365
D10,L0,fc-replay,350,2,0.050104383
D1,L0,fc-replay,250,2,0.951550364
D2,L0,fc-replay,250,2,0.883720934
D3,L0,fc-replay,250,2,0.832364321
D4,L0,fc-replay,250,2,0.484496117
D5,L0,fc-replay,250,2,0.18217054
D6,L0,fc-replay,250,2,0.146317825
D7,L0,fc-replay,250,2,0.127906978
D8,L0,fc-replay,250,2,0.102713175
D9,L0,fc-replay,250,2,0.030038759
D10,L0,fc-replay,250,2,0.034883723
D1,L0,fc-replay,150,2,0.995918393
D2,L0,fc-replay,150,2,0.973469377
D3,L0,fc-replay,150,2,0.907142878
D4,L0,fc-replay,150,2,0.766326547
D5,L0,fc-replay,150,2,0.547959208
D6,L0,fc-replay,150,2,0.505102038
D7,L0,fc-replay,150,2,0.629591823
D8,L0,fc-replay,150,2,0.478571415
D9,L0,fc-replay,150,2,0.419387758
D10,L0,fc-replay,150,2,0.394897968
D1,L0,fc-cnn-replay,550,2,0.997029722
D2,L0,fc-cnn-replay,550,2,0.971287131
D3,L0,fc-cnn-replay,550,2,0.914851487
D4,L0,fc-cnn-replay,550,2,0.794059396
D5,L0,fc-cnn-replay,550,2,0.737623751
D6,L0,fc-cnn-replay,550,2,0.555445552
D7,L0,fc-cnn-replay,550,2,0.575247526
D8,L0,fc-cnn-replay,550,2,0.34653464
D9,L0,fc-cnn-replay,550,2,0.262376249
D10,L0,fc-cnn-replay,550,2,0.329702973
D1,L0,fc-cnn-replay,456,2,0.99387753
D2,L0,fc-cnn-replay,456,2,0.985714257
D3,L0,fc-cnn-replay,456,2,0.973469377
D4,L0,fc-cnn-replay,456,2,0.860204101
D5,L0,fc-cnn-replay,456,2,0.821428597
D6,L0,fc-cnn-replay,456,2,0.819387734
D7,L0,fc-cnn-replay,456,2,0.586734712
D8,L0,fc-cnn-replay,456,2,0.44489795
D9,L0,fc-cnn-replay,456,2,0.134693876
D10,L0,fc-cnn-replay,456,2,0.365306109
D1,L0,fc-replay,450,2,0.979123175
D2,L0,fc-replay,450,2,0.929018795
D3,L0,fc-replay,450,2,0.835073054
D4,L0,fc-replay,450,2,0.618997931
D5,L0,fc-replay,450,2,0.13048017
D6,L0,fc-replay,450,2,0.089770354
D7,L0,fc-replay,450,2,0.05532359
D8,L0,fc-replay,450,2,0.028183715
D9,L0,fc-replay,450,2,0.033402923
D10,L0,fc-replay,450,2,0.006263048
D1,L0,fc-replay,550,2,0.97480619
D2,L0,fc-replay,550,2,0.894379854
D3,L0,fc-replay,550,2,0.66085273
D4,L0,fc-replay,550,2,0.511627913
D5,L0,fc-replay,550,2,0.175387591
D6,L0,fc-replay,550,2,0.153100774
D7,L0,fc-replay,550,2,0.092054263
D8,L0,fc-replay,550,2,0.031007752
D9,L0,fc-replay,550,2,0.022286821
D10,L0,fc-replay,550,2,0.006782946
D1,L0,fc-cnn-replay,450,2,0.9712587
D2,L0,fc-cnn-replay,450,2,0.95044601
D3,L0,fc-cnn-replay,450,2,0.866204143
D4,L0,fc-cnn-replay,450,2,0.599603593
D5,L0,fc-cnn-replay,450,2,0.507433116
D6,L0,fc-cnn-replay,450,2,0.23885034
D7,L0,fc-cnn-replay,450,2,0.149653122
D8,L0,fc-cnn-replay,450,2,0.200198218
D9,L0,fc-cnn-replay,450,2,0.046580773
D10,L0,fc-cnn-replay,450,2,0.043607533
D1,L0,fc-cnn-replay,350,2,0.982160568
D2,L0,fc-cnn-replay,350,2,0.937561929
D3,L0,fc-cnn-replay,350,2,0.857284427
D4,L0,fc-cnn-replay,350,2,0.821605563
D5,L0,fc-cnn-replay,350,2,0.643211126
D6,L0,fc-cnn-replay,350,2,0.450941533
D7,L0,fc-cnn-replay,350,2,0.156590685
D8,L0,fc-cnn-replay,350,2,0.099108025
D9,L0,fc-cnn-replay,350,2,0.157581761
D10,L0,fc-cnn-replay,350,2,0.112983152
D1,L0,fc-replay,50,2,0.966085255
D2,L0,fc-replay,50,2,0.88565892
D3,L0,fc-replay,50,2,0.777131796
D4,L0,fc-replay,50,2,0.530038774
D5,L0,fc-replay,50,2,0.150193796
D6,L0,fc-replay,50,2,0.08139535
D7,L0,fc-replay,50,2,0.076550387
D8,L0,fc-replay,50,2,0.013565891
D9,L0,fc-replay,50,2,0.011627907
D10,L0,fc-replay,50,2,0.02131783
D1,L0,fc-cnn-replay,50,2,1
D2,L0,fc-cnn-replay,50,2,0.958248496
D3,L0,fc-cnn-replay,50,2,0.926680267
D4,L0,fc-cnn-replay,50,2,0.855397165
D5,L0,fc-cnn-replay,50,2,0.445010185
D6,L0,fc-cnn-replay,50,2,0.325865567
D7,L0,fc-cnn-replay,50,2,0.407331973
D8,L0,fc-cnn-replay,50,2,0.31160897
D9,L0,fc-cnn-replay,50,2,0.156822816
D10,L0,fc-cnn-replay,50,2,0.157841146
D1,L0,fc-replay,450,2,0.973240852
D2,L0,fc-replay,450,2,0.896927655
D3,L0,fc-replay,450,2,0.774033725
D4,L0,fc-replay,450,2,0.298315167
D5,L0,fc-replay,450,2,0.005946482
D6,L0,fc-replay,450,2,0
D7,L0,fc-replay,450,2,0
D8,L0,fc-replay,450,2,0
D9,L0,fc-replay,450,2,0
D10,L0,fc-replay,450,2,0
D1,L0,fc-replay,350,2,0.969276488
D2,L0,fc-replay,350,2,0.905847371
D3,L0,fc-replay,350,2,0.618434072
D4,L0,fc-replay,350,2,0.222993061
D5,L0,fc-replay,350,2,0.004955401
D6,L0,fc-replay,350,2,0
D7,L0,fc-replay,350,2,0
D8,L0,fc-replay,350,2,0
D9,L0,fc-replay,350,2,0
D10,L0,fc-replay,350,2,0
D1,L0,fc-replay,50,2,0.972279251
D2,L0,fc-replay,50,2,0.875770032
D3,L0,fc-replay,50,2,0.662217677
D4,L0,fc-replay,50,2,0.370636553
D5,L0,fc-replay,50,2,0.016427105
D6,L0,fc-replay,50,2,0.014373717
D7,L0,fc-replay,50,2,0.004106776
D8,L0,fc-replay,50,2,0.004106776
D9,L0,fc-replay,50,2,0.001026694
D10,L0,fc-replay,50,2,0.003080082
D1,L0,fc-cnn-replay,789,2,0.994897962
D2,L0,fc-cnn-replay,789,2,0.98163265
D3,L0,fc-cnn-replay,789,2,0.978571415
D4,L0,fc-cnn-replay,789,2,0.927551031
D5,L0,fc-cnn-replay,789,2,0.771428585
D6,L0,fc-cnn-replay,789,2,0.661224484
D7,L0,fc-cnn-replay,789,2,0.621428549
D8,L0,fc-cnn-replay,789,2,0.498979598
D9,L0,fc-cnn-replay,789,2,0.282653064
D10,L0,fc-cnn-replay,789,2,0.404081643
D1,L0,fc-cnn-replay,50,2,0.99075973
D2,L0,fc-cnn-replay,50,2,0.928131402
D3,L0,fc-cnn-replay,50,2,0.794661164
D4,L0,fc-cnn-replay,50,2,0.690965116
D5,L0,fc-cnn-replay,50,2,0.349075973
D6,L0,fc-cnn-replay,50,2,0.376796722
D7,L0,fc-cnn-replay,50,2,0.156057492
D8,L0,fc-cnn-replay,50,2,0.348049283
D9,L0,fc-cnn-replay,50,2,0.293634504
D10,L0,fc-cnn-replay,50,2,0.165297747
D1,L0,fc-replay,789,2,0.99387753
D2,L0,fc-replay,789,2,0.983673453
D3,L0,fc-replay,789,2,0.945918381
D4,L0,fc-replay,789,2,0.7867347
D5,L0,fc-replay,789,2,0.325510204
D6,L0,fc-replay,789,2,0.154081628
D7,L0,fc-replay,789,2,0.142857149
D8,L0,fc-replay,789,2,0.081632651
D9,L0,fc-replay,789,2,0.216326535
D10,L0,fc-replay,789,2,0.179591835
D1,L0,fc-cnn-replay,50,2,0.988118827
D2,L0,fc-cnn-replay,50,2,0.970297039
D3,L0,fc-cnn-replay,50,2,0.889108896
D4,L0,fc-cnn-replay,50,2,0.844554484
D5,L0,fc-cnn-replay,50,2,0.679207921
D6,L0,fc-cnn-replay,50,2,0.534653485
D7,L0,fc-cnn-replay,50,2,0.299009889
D8,L0,fc-cnn-replay,50,2,0.348514855
D9,L0,fc-cnn-replay,50,2,0.363366336
D10,L0,fc-cnn-replay,50,2,0.377227724
D1,L0,fc-cnn-replay,123,2,0.9943946
D2,L0,fc-cnn-replay,123,2,0.971973121
D3,L0,fc-cnn-replay,123,2,0.895739913
D4,L0,fc-cnn-replay,123,2,0.678251147
D5,L0,fc-cnn-replay,123,2,0.559417069
D6,L0,fc-cnn-replay,123,2,0.365470856
D7,L0,fc-cnn-replay,123,2,0.290358752
D8,L0,fc-cnn-replay,123,2,0.107623316
D9,L0,fc-cnn-replay,123,2,0.108744398
D10,L0,fc-cnn-replay,123,2,0.283632278
D1,L0,fc-replay,123,2,0.980651736
D2,L0,fc-replay,123,2,0.916496933
D3,L0,fc-replay,123,2,0.767820776
D4,L0,fc-replay,123,2,0.430753559
D5,L0,fc-replay,123,2,0.227087572
D6,L0,fc-replay,123,2,0.086558044
D7,L0,fc-replay,123,2,0.067209773
D8,L0,fc-replay,123,2,0.035641547
D9,L0,fc-replay,123,2,0.020366598
D10,L0,fc-replay,123,2,0.021384928
D1,L0,fc-replay,0,2,0.983706713
D2,L0,fc-replay,0,2,0.892057002
D3,L0,fc-replay,0,2,0.802443981
D4,L0,fc-replay,0,2,0.428716898
D5,L0,fc-replay,0,2,0.232179224
D6,L0,fc-replay,0,2,0.129327908
D7,L0,fc-replay,0,2,0.074338086
D8,L0,fc-replay,0,2,0.050916497
D9,L0,fc-replay,0,2,0.045824848
D10,L0,fc-replay,0,2,0.013238289
D1,L0,fc-replay,456,2,0.994897962
D2,L0,fc-replay,456,2,0.980612218
D3,L0,fc-replay,456,2,0.886734664
D4,L0,fc-replay,456,2,0.763265312
D5,L0,fc-replay,456,2,0.601020396
D6,L0,fc-replay,456,2,0.647959173
D7,L0,fc-replay,456,2,0.402040809
D8,L0,fc-replay,456,2,0.3234694
D9,L0,fc-replay,456,2,0.405102044
D10,L0,fc-replay,456,2,0.284693867
D1,L0,fc-cnn-replay,350,2,0.994780779
D2,L0,fc-cnn-replay,350,2,0.98329854
D3,L0,fc-cnn-replay,350,2,0.919624209
D4,L0,fc-cnn-replay,350,2,0.907098114
D5,L0,fc-cnn-replay,350,2,0.830897689
D6,L0,fc-cnn-replay,350,2,0.633611679
D7,L0,fc-cnn-replay,350,2,0.471816272
D8,L0,fc-cnn-replay,350,2,0.539665997
D9,L0,fc-cnn-replay,350,2,0.537578285
D10,L0,fc-cnn-replay,350,2,0.526096046
D1,L0,fc-cnn-replay,150,2,0.992857158
D2,L0,fc-cnn-replay,150,2,0.986734688
D3,L0,fc-cnn-replay,150,2,0.958163261
D4,L0,fc-cnn-replay,150,2,0.790816307
D5,L0,fc-cnn-replay,150,2,0.752040803
D6,L0,fc-cnn-replay,150,2,0.744897962
D7,L0,fc-cnn-replay,150,2,0.679591835
D8,L0,fc-cnn-replay,150,2,0.491836727
D9,L0,fc-cnn-replay,150,2,0.408163279
D10,L0,fc-cnn-replay,150,2,0.369387746
D1,L0,fc-replay,50,2,0.988546252
D2,L0,fc-replay,50,2,0.971806169
D3,L0,fc-replay,50,2,0.925110161
D4,L0,fc-replay,50,2,0.795594692
D5,L0,fc-replay,50,2,0.400881052
D6,L0,fc-replay,50,2,0.436123341
D7,L0,fc-replay,50,2,0.268722475
D8,L0,fc-replay,50,2,0.16563876
D9,L0,fc-replay,50,2,0.238766521
D10,L0,fc-replay,50,2,0.365638763
D1,L0,fc-cnn-replay,450,2,0.98329854
D2,L0,fc-cnn-replay,450,2,0.945720255
D3,L0,fc-cnn-replay,450,2,0.940501034
D4,L0,fc-cnn-replay,450,2,0.832985401
D5,L0,fc-cnn-replay,450,2,0.691022992
D6,L0,fc-cnn-replay,450,2,0.681628406
D7,L0,fc-cnn-replay,450,2,0.414405018
D8,L0,fc-cnn-replay,450,2,0.598121107
D9,L0,fc-cnn-replay,450,2,0.496868461
D10,L0,fc-cnn-replay,450,2,0.640918553
D1,L0,fc-cnn-replay,123,2,0.99387753
D2,L0,fc-cnn-replay,123,2,0.991836727
D3,L0,fc-cnn-replay,123,2,0.977551043
D4,L0,fc-cnn-replay,123,2,0.816326559
D5,L0,fc-cnn-replay,123,2,0.738775492
D6,L0,fc-cnn-replay,123,2,0.653061211
D7,L0,fc-cnn-replay,123,2,0.779591858
D8,L0,fc-cnn-replay,123,2,0.70102042
D9,L0,fc-cnn-replay,123,2,0.419387758
D10,L0,fc-cnn-replay,123,2,0.391836733
D1,L0,fc-replay,250,2,0.969276488
D2,L0,fc-replay,250,2,0.857284427
D3,L0,fc-replay,250,2,0.700693727
D4,L0,fc-replay,250,2,0.139742315
D5,L0,fc-replay,250,2,0
D6,L0,fc-replay,250,2,0
D7,L0,fc-replay,250,2,0
D8,L0,fc-replay,250,2,0
D9,L0,fc-replay,250,2,0
D10,L0,fc-replay,250,2,0
D1,L0,fc-replay,550,2,0.974231899
D2,L0,fc-replay,550,2,0.846382558
D3,L0,fc-replay,550,2,0.756194234
D4,L0,fc-replay,550,2,0.177403376
D5,L0,fc-replay,550,2,0.03270565
D6,L0,fc-replay,550,2,0.00099108
D7,L0,fc-replay,550,2,0.00099108
D8,L0,fc-replay,550,2,0.00099108
D9,L0,fc-replay,550,2,0.00099108
D10,L0,fc-replay,550,2,0
D1,L0,fc-cnn-replay,150,2,0.9943946
D2,L0,fc-cnn-replay,150,2,0.987668157
D3,L0,fc-cnn-replay,150,2,0.970852017
D4,L0,fc-cnn-replay,150,2,0.903587461
D5,L0,fc-cnn-replay,150,2,0.62780267
D6,L0,fc-cnn-replay,150,2,0.440582961
D7,L0,fc-cnn-replay,150,2,0.529147983
D8,L0,fc-cnn-replay,150,2,0.613228679
D9,L0,fc-cnn-replay,150,2,0.265695065
D10,L0,fc-cnn-replay,150,2,0.271300435
D1,L0,fc-replay,550,2,0.965553224
D2,L0,fc-replay,550,2,0.923799574
D3,L0,fc-replay,550,2,0.818371594
D4,L0,fc-replay,550,2,0.587682664
D5,L0,fc-replay,550,2,0.192066804
D6,L0,fc-replay,550,2,0.090814196
D7,L0,fc-replay,550,2,0.052192066
D8,L0,fc-replay,550,2,0.012526096
D9,L0,fc-replay,550,2,0.015657621
D10,L0,fc-replay,550,2,0.003131524
D1,L0,fc-cnn-replay,450,2,0.995049477
D2,L0,fc-cnn-replay,450,2,0.960396051
D3,L0,fc-cnn-replay,450,2,0.901980221
D4,L0,fc-cnn-replay,450,2,0.77029705
D5,L0,fc-cnn-replay,450,2,0.523762405
D6,L0,fc-cnn-replay,450,2,0.468316823
D7,L0,fc-cnn-replay,450,2,0.300000012
D8,L0,fc-cnn-replay,450,2,0.130693063
D9,L0,fc-cnn-replay,450,2,0.280198008
D10,L0,fc-cnn-replay,450,2,0.364356428
D1,L0,fc-replay,450,2,0.969961226
D2,L0,fc-replay,450,2,0.924418628
D3,L0,fc-replay,450,2,0.744186044
D4,L0,fc-replay,450,2,0.422480613
D5,L0,fc-replay,450,2,0.288759679
D6,L0,fc-replay,450,2,0.104651161
D7,L0,fc-replay,450,2,0.099806204
D8,L0,fc-replay,450,2,0.037790697
D9,L0,fc-replay,450,2,0.009689922
D10,L0,fc-replay,450,2,0.002906977
D1,L0,fc-replay,150,2,0.986761689
D2,L0,fc-replay,150,2,0.820773959
D3,L0,fc-replay,150,2,0.645621181
D4,L0,fc-replay,150,2,0.442973524
D5,L0,fc-replay,150,2,0.099796332
D6,L0,fc-replay,150,2,0.095723011
D7,L0,fc-replay,150,2,0.073319755
D8,L0,fc-replay,150,2,0.034623217
D9,L0,fc-replay,150,2,0.015274949
D10,L0,fc-replay,150,2,0.006109979
D1,L0,fc-replay,250,2,0.982254684
D2,L0,fc-replay,250,2,0.918580353
D3,L0,fc-replay,250,2,0.828810036
D4,L0,fc-replay,250,2,0.635699391
D5,L0,fc-replay,250,2,0.299582452
D6,L0,fc-replay,250,2,0.080375783
D7,L0,fc-replay,250,2,0.115866385
D8,L0,fc-replay,250,2,0.039665971
D9,L0,fc-replay,250,2,0.036534447
D10,L0,fc-replay,250,2,0.022964509
D1,L0,fc-cnn-replay,350,2,0.981188118
D2,L0,fc-cnn-replay,350,2,0.929702997
D3,L0,fc-cnn-replay,350,2,0.909900963
D4,L0,fc-cnn-replay,350,2,0.858415842
D5,L0,fc-cnn-replay,350,2,0.687128723
D6,L0,fc-cnn-replay,350,2,0.437623769
D7,L0,fc-cnn-replay,350,2,0.393069297
D8,L0,fc-cnn-replay,350,2,0.513861358
D9,L0,fc-cnn-replay,350,2,0.464356422
D10,L0,fc-cnn-replay,350,2,0.275247514
D1,L0,fc-replay,350,2,0.968992233
D2,L0,fc-replay,350,2,0.911821723
D3,L0,fc-replay,350,2,0.706395328
D4,L0,fc-replay,350,2,0.449612409
D5,L0,fc-replay,350,2,0.127906978
D6,L0,fc-replay,350,2,0.071705423
D7,L0,fc-replay,350,2,0.031976745
D8,L0,fc-replay,350,2,0.020348838
D9,L0,fc-replay,350,2,0.001937984
D10,L0,fc-replay,350,2,0
D1,L0,fc-cnn-replay,250,2,0.989098132
D2,L0,fc-cnn-replay,250,2,0.941526234
D3,L0,fc-cnn-replay,250,2,0.898909807
D4,L0,fc-cnn-replay,250,2,0.73637265
D5,L0,fc-cnn-replay,250,2,0.065411299
D6,L0,fc-cnn-replay,250,2,0.010901883
D7,L0,fc-cnn-replay,250,2,0.028741328
D8,L0,fc-cnn-replay,250,2,0.030723488
D9,L0,fc-cnn-replay,250,2,0.003964321
D10,L0,fc-cnn-replay,250,2,0.009910802
D1,L0,fc-cnn-replay,0,2,0.99164927
D2,L0,fc-cnn-replay,0,2,0.97494781
D3,L0,fc-cnn-replay,0,2,0.923799574
D4,L0,fc-cnn-replay,0,2,0.845511496
D5,L0,fc-cnn-replay,0,2,0.814196229
D6,L0,fc-cnn-replay,0,2,0.681628406
D7,L0,fc-cnn-replay,0,2,0.456158668
D8,L0,fc-cnn-replay,0,2,0.562630475
D9,L0,fc-cnn-replay,0,2,0.337160766
D10,L0,fc-cnn-replay,0,2,0.312108546
D1,L0,fc-replay,50,2,0.973903954
D2,L0,fc-replay,50,2,0.950939476
D3,L0,fc-replay,50,2,0.867432177
D4,L0,fc-replay,50,2,0.729645073
D5,L0,fc-replay,50,2,0.241127342
D6,L0,fc-replay,50,2,0.02400835
D7,L0,fc-replay,50,2,0.011482255
D8,L0,fc-replay,50,2,0.034446765
D9,L0,fc-replay,50,2,0.001043841
D10,L0,fc-replay,50,2,0.003131524
D1,L0,fc-cnn-replay,550,2,0.982160568
D2,L0,fc-cnn-replay,550,2,0.953419209
D3,L0,fc-cnn-replay,550,2,0.929633319
D4,L0,fc-cnn-replay,550,2,0.666005969
D5,L0,fc-cnn-replay,550,2,0.643211126
D6,L0,fc-cnn-replay,550,2,0.284440041
D7,L0,fc-cnn-replay,550,2,0.03766105
D8,L0,fc-cnn-replay,550,2,0.109018832
D9,L0,fc-cnn-replay,550,2,0.078295343
D10,L0,fc-cnn-replay,550,2,0.131813675
D1,L0,fc-cnn-replay,789,2,0.995044589
D2,L0,fc-cnn-replay,789,2,0.953419209
D3,L0,fc-cnn-replay,789,2,0.88503468
D4,L0,fc-cnn-replay,789,2,0.746283472
D5,L0,fc-cnn-replay,789,2,0.504459858
D6,L0,fc-cnn-replay,789,2,0.444003969
D7,L0,fc-cnn-replay,789,2,0.444995046
D8,L0,fc-cnn-replay,789,2,0.344895929
D9,L0,fc-cnn-replay,789,2,0.125867188
D10,L0,fc-cnn-replay,789,2,0.096134789
D1,L0,fc-replay,123,2,0.969961226
D2,L0,fc-replay,123,2,0.891472876
D3,L0,fc-replay,123,2,0.80717057
D4,L0,fc-replay,123,2,0.616279066
D5,L0,fc-replay,123,2,0.25
D6,L0,fc-replay,123,2,0.195736438
D7,L0,fc-replay,123,2,0.07751938
D8,L0,fc-replay,123,2,0.087209299
D9,L0,fc-replay,123,2,0.028100776
D10,L0,fc-replay,123,2,0.007751938
D1,L0,fc-cnn-replay,123,2,0.975247502
D2,L0,fc-cnn-replay,123,2,0.946534634
D3,L0,fc-cnn-replay,123,2,0.911881208
D4,L0,fc-cnn-replay,123,2,0.793069303
D5,L0,fc-cnn-replay,123,2,0.740594089
D6,L0,fc-cnn-replay,123,2,0.544554472
D7,L0,fc-cnn-replay,123,2,0.321782172
D8,L0,fc-cnn-replay,123,2,0.474257439
D9,L0,fc-cnn-replay,123,2,0.329702973
D10,L0,fc-cnn-replay,123,2,0.336633652
D1,L0,fc-replay,456,2,0.9712587
D2,L0,fc-replay,456,2,0.896927655
D3,L0,fc-replay,456,2,0.73637265
D4,L0,fc-replay,456,2,0.323092163
D5,L0,fc-replay,456,2,0.00099108
D6,L0,fc-replay,456,2,0
D7,L0,fc-replay,456,2,0
D8,L0,fc-replay,456,2,0
D9,L0,fc-replay,456,2,0
D10,L0,fc-replay,456,2,0
D1,L0,fc-replay,0,2,0.980198026
D2,L0,fc-replay,0,2,0.855445564
D3,L0,fc-replay,0,2,0.72970295
D4,L0,fc-replay,0,2,0.400990099
D5,L0,fc-replay,0,2,0.250495046
D6,L0,fc-replay,0,2,0.054455444
D7,L0,fc-replay,0,2,0.01980198
D8,L0,fc-replay,0,2,0.028712871
D9,L0,fc-replay,0,2,0.021782178
D10,L0,fc-replay,0,2,0.002970297
D1,L0,fc-replay,789,2,0.971816301
D2,L0,fc-replay,789,2,0.943632543
D3,L0,fc-replay,789,2,0.774530292
D4,L0,fc-replay,789,2,0.509394586
D5,L0,fc-replay,789,2,0.389352828
D6,L0,fc-replay,789,2,0.037578288
D7,L0,fc-replay,789,2,0.02400835
D8,L0,fc-replay,789,2,0.004175365
D9,L0,fc-replay,789,2,0.004175365
D10,L0,fc-replay,789,2,0.005219207
D1,L0,fc-cnn-replay,0,2,0.984435797
D2,L0,fc-cnn-replay,0,2,0.920233488
D3,L0,fc-cnn-replay,0,2,0.904669285
D4,L0,fc-cnn-replay,0,2,0.542801559
D5,L0,fc-cnn-replay,0,2,0.426070035
D6,L0,fc-cnn-replay,0,2,0.248054475
D7,L0,fc-cnn-replay,0,2,0.261673152
D8,L0,fc-cnn-replay,0,2,0.281128407
D9,L0,fc-cnn-replay,0,2,0.363813221
D10,L0,fc-cnn-replay,0,2,0.323929965
D1,L0,fc-cnn-replay,350,2,0.992857158
D2,L0,fc-cnn-replay,350,2,0.984693885
D3,L0,fc-cnn-replay,350,2,0.958163261
D4,L0,fc-cnn-replay,350,2,0.846938789
D5,L0,fc-cnn-replay,350,2,0.733673453
D6,L0,fc-cnn-replay,350,2,0.652040839
D7,L0,fc-cnn-replay,350,2,0.709183693
D8,L0,fc-cnn-replay,350,2,0.7132653
D9,L0,fc-cnn-replay,350,2,0.523469388
D10,L0,fc-cnn-replay,350,2,0.355102032
D1,L0,fc-replay,789,2,0.970267594
D2,L0,fc-replay,789,2,0.878097117
D3,L0,fc-replay,789,2,0.712586701
D4,L0,fc-replay,789,2,0.112983152
D5,L0,fc-replay,789,2,0.054509416
D6,L0,fc-replay,789,2,0.004955401
D7,L0,fc-replay,789,2,0.00099108
D8,L0,fc-replay,789,2,0.007928642
D9,L0,fc-replay,789,2,0
D10,L0,fc-replay,789,2,0
D1,L0,fc-cnn-replay,150,2,0.993736923
D2,L0,fc-cnn-replay,150,2,0.972860098
D3,L0,fc-cnn-replay,150,2,0.943632543
D4,L0,fc-cnn-replay,150,2,0.776617944
D5,L0,fc-cnn-replay,150,2,0.708768249
D6,L0,fc-cnn-replay,150,2,0.737995803
D7,L0,fc-cnn-replay,150,2,0.531315267
D8,L0,fc-cnn-replay,150,2,0.585595012
D9,L0,fc-cnn-replay,150,2,0.536534429
D10,L0,fc-cnn-replay,150,2,0.284968674
D1,L0,fc-cnn-replay,450,2,0.991836727
D2,L0,fc-cnn-replay,450,2,0.98775512
D3,L0,fc-cnn-replay,450,2,0.927551031
D4,L0,fc-cnn-replay,450,2,0.881632626
D5,L0,fc-cnn-replay,450,2,0.815306127
D6,L0,fc-cnn-replay,450,2,0.760204077
D7,L0,fc-cnn-replay,450,2,0.747959197
D8,L0,fc-cnn-replay,450,2,0.574489772
D9,L0,fc-cnn-replay,450,2,0.381632656
